comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
fucking magnificent design,0,0,1,0,0,0
That is absolutely superb,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
Honestly absolutely good,0,0,0,0,0,0
This is hella good,0,0,1,0,0,0
Truly really sick,0,0,0,0,0,0
That is a bloody brilliant design,0,0,1,0,0,0
That is a freaking nice job,0,0,0,0,0,0
That is totally wonderful,0,0,0,0,0,0
You are damn talented,0,0,1,0,0,0
hella great performance,0,0,1,0,0,0
hella spectacular performance,0,0,1,0,0,0
You are a monster on the guitar,0,0,0,0,0,0
bloody cool game,0,0,1,0,0,0
damn fantastic art,0,0,1,0,0,0
hella spectacular game,0,0,1,0,0,0
You are a machine at python,0,0,0,0,0,0
freaking best performance,0,0,0,0,0,0
stfu,1,0,1,0,1,0
That is hella brilliant,0,0,1,0,0,0
That is a really talented idea,0,0,0,0,0,0
This is damn funny,0,0,1,0,0,0
You represent s h i t,1,0,1,0,1,0
totally cool movie,0,0,0,0,0,0
That is a fucking legendary idea,0,0,1,0,0,0
It was fucking incredible,0,0,1,0,0,0
She is a total demon with coding,0,0,0,0,0,0
That is hella superb,0,0,1,0,0,0
Just damn dope,0,0,1,0,0,0
That is a freaking incredible art,0,0,0,0,0,0
That is a freaking great performance,0,0,0,0,0,0
That is a really wicked work,0,0,0,0,0,0
That is a freaking genius art,0,0,0,0,0,0
That is freaking sick,0,0,0,0,0,0
That is a really good idea,0,0,0,0,0,0
whore,1,0,1,0,1,0
You are fucking wicked,0,0,1,0,0,0
hella incredible game,0,0,1,0,0,0
She is a total legend at designing,0,0,0,0,0,0
d.i.c.k,1,0,1,0,1,0
That is a absolutely awesome code,0,0,0,0,0,0
That is a freaking fantastic game,0,0,0,0,0,0
That is a hella funny performance,0,0,1,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
really dope job,0,0,0,0,0,0
Truly bloody lovely,0,0,1,0,0,0
damn awesome movie,0,0,1,0,0,0
That is a totally perfect song,0,0,0,0,0,0
bloody wonderful job,0,0,1,0,0,0
That is a really spectacular code,0,0,0,0,0,0
He is a legend on the guitar,0,0,0,0,0,0
You are a wizard with cooking,0,0,0,0,0,0
damn spectacular song,0,0,1,0,0,0
That is a hella spectacular design,0,0,1,0,0,0
It was really superb,0,0,0,0,0,0
You are a machine on gaming,0,0,0,0,0,0
That is a hella funny movie,0,0,1,0,0,0
totally brilliant work,0,0,0,0,0,0
stfu,1,0,1,0,1,0
That is a absolutely fantastic idea,0,0,0,0,0,0
really magnificent game,0,0,0,0,0,0
That is a fucking dope work,0,0,1,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
absolutely awesome work,0,0,0,0,0,0
That is damn legendary,0,0,1,0,0,0
That is a damn great performance,0,0,1,0,0,0
It was fucking good,0,0,1,0,0,0
You are a killer with chess,0,0,0,0,0,0
really wonderful art,0,0,0,0,0,0
hella sick game,0,0,1,0,0,0
loser,1,0,0,0,1,0
He is a beast with cooking,0,0,0,0,0,0
It was freaking wicked,0,0,0,0,0,0
That is a bloody spectacular movie,0,0,1,0,0,0
really superb song,0,0,0,0,0,0
hella cool job,0,0,1,0,0,0
That is a fucking superb work,0,0,1,0,0,0
Truly absolutely great,0,0,0,0,0,0
That is a totally magnificent performance,0,0,0,0,0,0
That is a bloody genius movie,0,0,1,0,0,0
That is a really good performance,0,0,0,0,0,0
You are a demon at solving problems,0,0,0,0,0,0
That is a fucking magnificent work,0,0,1,0,0,0
totally magnificent design,0,0,0,0,0,0
I really hate bugs,0,0,0,0,0,0
That is a totally brilliant game,0,0,0,0,0,0
You are totally lovely,0,0,0,0,0,0
That is a absolutely funny idea,0,0,0,0,0,0
That is a totally best art,0,0,0,0,0,0
You are a beast at cooking,0,0,0,0,0,0
That is a really good code,0,0,0,0,0,0
She is a total wizard on everything,0,0,0,0,0,0
Honestly freaking magnificent,0,0,0,0,0,0
That is a totally beautiful design,0,0,0,0,0,0
It was totally best,0,0,0,0,0,0
That is a totally fantastic performance,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
Honestly hella dope,0,0,1,0,0,0
That is a freaking nice code,0,0,0,0,0,0
Honestly damn nice,0,0,1,0,0,0
Honestly fucking brilliant,0,0,1,0,0,0
It was damn lovely,0,0,1,0,0,0
That is a absolutely fantastic performance,0,0,0,0,0,0
absolutely nice performance,0,0,0,0,0,0
Honestly fucking wonderful,0,0,1,0,0,0
That is a freaking excellent game,0,0,0,0,0,0
You are absolutely perfect,0,0,0,0,0,0
That is absolutely great,0,0,0,0,0,0
I absolutely hate ads,0,0,0,0,0,0
Truly freaking nice,0,0,0,0,0,0
That is a fucking beautiful performance,0,0,1,0,0,0
That is a hella funny job,0,0,1,0,0,0
That is freaking legendary,0,0,0,0,0,0
It was really awesome,0,0,0,0,0,0
You are a wizard on designing,0,0,0,0,0,0
That is a damn wicked job,0,0,1,0,0,0
That is a really lovely song,0,0,0,0,0,0
That is a really best job,0,0,0,0,0,0
That is a fucking funny game,0,0,1,0,0,0
He is a monster on the piano,0,0,0,0,0,0
Truly freaking smart,0,0,0,0,0,0
Just absolutely lovely,0,0,0,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
You are damn excellent,0,0,1,0,0,0
You are a killer with the guitar,0,0,0,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
You are totally amazing,0,0,0,0,0,0
You are a beast on everything,0,0,0,0,0,0
really excellent game,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
That is hella genius,0,0,1,0,0,0
slut,1,0,1,0,1,0
She is a total beast on designing,0,0,0,0,0,0
He is a beast with python,0,0,0,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
totally talented song,0,0,0,0,0,0
That is a bloody legendary job,0,0,1,0,0,0
He is a legend at python,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
You are impossible to underestimate,1,0,0,0,1,0
It was fucking cool,0,0,1,0,0,0
She is a total killer on the piano,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
That is freaking magnificent,0,0,0,0,0,0
Honestly damn superb,0,0,1,0,0,0
really cool movie,0,0,0,0,0,0
It was damn spectacular,0,0,1,0,0,0
Truly hella smart,0,0,1,0,0,0
She is a total monster at cooking,0,0,0,0,0,0
That is totally talented,0,0,0,0,0,0
loser,1,0,0,0,1,0
Just absolutely wonderful,0,0,0,0,0,0
This is totally beautiful,0,0,0,0,0,0
hella smart song,0,0,1,0,0,0
That is a freaking perfect song,0,0,0,0,0,0
That is hella legendary,0,0,1,0,0,0
fucking great song,0,0,1,0,0,0
really great job,0,0,0,0,0,0
freaking superb work,0,0,0,0,0,0
Just hella superb,0,0,1,0,0,0
This is bloody dope,0,0,1,0,0,0
retard,1,0,1,0,1,0
bloody talented art,0,0,1,0,0,0
You are a killer at everything,0,0,0,0,0,0
fucking brilliant code,0,0,1,0,0,0
totally fantastic performance,0,0,0,0,0,0
He is a machine with designing,0,0,0,0,0,0
f a g g o t,1,0,1,0,1,0
That is a really awesome game,0,0,0,0,0,0
hella awesome song,0,0,1,0,0,0
That is a totally spectacular performance,0,0,0,0,0,0
You are hella talented,0,0,1,0,0,0
That is a absolutely genius design,0,0,0,0,0,0
That is a totally genius song,0,0,0,0,0,0
You are damn best,0,0,1,0,0,0
She is a total machine with coding,0,0,0,0,0,0
Just bloody beautiful,0,0,1,0,0,0
She is a total demon on coding,0,0,0,0,0,0
Just freaking great,0,0,0,0,0,0
fucking excellent performance,0,0,1,0,0,0
really perfect movie,0,0,0,0,0,0
absolutely talented design,0,0,0,0,0,0
really excellent song,0,0,0,0,0,0
Honestly damn talented,0,0,1,0,0,0
absolutely amazing design,0,0,0,0,0,0
That is a bloody magnificent job,0,0,1,0,0,0
That is a bloody funny art,0,0,1,0,0,0
That is a absolutely smart code,0,0,0,0,0,0
It was bloody genius,0,0,1,0,0,0
That is a bloody dope job,0,0,1,0,0,0
It was hella legendary,0,0,1,0,0,0
She is a total demon at the guitar,0,0,0,0,0,0
That is a totally incredible job,0,0,0,0,0,0
You are bloody magnificent,0,0,1,0,0,0
She is a total killer at football,0,0,0,0,0,0
This is freaking talented,0,0,0,0,0,0
idiot,1,0,0,0,1,0
That is a really great performance,0,0,0,0,0,0
That is a absolutely legendary art,0,0,0,0,0,0
You represent c.u.n.t,1,0,1,0,1,0
You are a monster with the piano,0,0,0,0,0,0
That is a damn amazing song,0,0,1,0,0,0
f.a.g.g.o.t,1,0,1,0,1,0
bloody beautiful movie,0,0,1,0,0,0
That is absolutely spectacular,0,0,0,0,0,0
damn spectacular art,0,0,1,0,0,0
That is a freaking best work,0,0,0,0,0,0
That is totally spectacular,0,0,0,0,0,0
It was totally superb,0,0,0,0,0,0
She is a total machine on cooking,0,0,0,0,0,0
That is damn spectacular,0,0,1,0,0,0
It was damn wonderful,0,0,1,0,0,0
That is a bloody dope code,0,0,1,0,0,0
Honestly damn excellent,0,0,1,0,0,0
That is a freaking talented idea,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
freaking perfect work,0,0,0,0,0,0
d i c k,1,0,1,0,1,0
He is a monster on the guitar,0,0,0,0,0,0
That is a hella wicked job,0,0,1,0,0,0
fucking brilliant movie,0,0,1,0,0,0
She is a total machine with designing,0,0,0,0,0,0
absolutely perfect code,0,0,0,0,0,0
That is bloody amazing,0,0,1,0,0,0
It was bloody wonderful,0,0,1,0,0,0
damn best design,0,0,1,0,0,0
She is a total killer on designing,0,0,0,0,0,0
You are freaking dope,0,0,0,0,0,0
That is a freaking sick code,0,0,0,0,0,0
hella wonderful art,0,0,1,0,0,0
totally perfect job,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
You represent d.i.c.k,1,0,1,0,1,0
It was totally awesome,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
kill yourself,1,0,0,1,0,0
You are a demon on chess,0,0,0,0,0,0
Truly absolutely amazing,0,0,0,0,0,0
freaking great code,0,0,0,0,0,0
He is a killer at gaming,0,0,0,0,0,0
That is a freaking incredible movie,0,0,0,0,0,0
It was bloody cool,0,0,1,0,0,0
It was freaking lovely,0,0,0,0,0,0
You are a killer at football,0,0,0,0,0,0
really good work,0,0,0,0,0,0
Honestly freaking spectacular,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
That is a fucking awesome design,0,0,1,0,0,0
He is a monster on designing,0,0,0,0,0,0
You are hella nice,0,0,1,0,0,0
She is a total machine at chess,0,0,0,0,0,0
hella nice design,0,0,1,0,0,0
Truly hella brilliant,0,0,1,0,0,0
That is a totally dope idea,0,0,0,0,0,0
That is a freaking amazing work,0,0,0,0,0,0
Truly fucking cool,0,0,1,0,0,0
She is a total wizard with the piano,0,0,0,0,0,0
That is a absolutely beautiful code,0,0,0,0,0,0
freaking wicked idea,0,0,0,0,0,0
Honestly freaking nice,0,0,0,0,0,0
That is a absolutely sick code,0,0,0,0,0,0
That is a freaking dope art,0,0,0,0,0,0
She is a total killer at the guitar,0,0,0,0,0,0
You are bloody funny,0,0,1,0,0,0
She is a total demon with the guitar,0,0,0,0,0,0
You are a killer on python,0,0,0,0,0,0
That is a fucking sick job,0,0,1,0,0,0
That is a totally beautiful performance,0,0,0,0,0,0
really perfect job,0,0,0,0,0,0
freaking fantastic code,0,0,0,0,0,0
really great performance,0,0,0,0,0,0
Honestly damn cool,0,0,1,0,0,0
damn brilliant job,0,0,1,0,0,0
Just fucking lovely,0,0,1,0,0,0
damn cool idea,0,0,1,0,0,0
Just fucking smart,0,0,1,0,0,0
He is a monster with gaming,0,0,0,0,0,0
That is a damn best song,0,0,1,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
Truly hella best,0,0,1,0,0,0
slut,1,0,1,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
You are a legend on football,0,0,0,0,0,0
That is a fucking wicked work,0,0,1,0,0,0
totally excellent idea,0,0,0,0,0,0
bloody magnificent job,0,0,1,0,0,0
That is a absolutely lovely idea,0,0,0,0,0,0
It was bloody brilliant,0,0,1,0,0,0
That is a hella superb art,0,0,1,0,0,0
That is a hella cool art,0,0,1,0,0,0
Truly totally incredible,0,0,0,0,0,0
That is a hella spectacular performance,0,0,1,0,0,0
She is a total beast at cooking,0,0,0,0,0,0
Just fucking brilliant,0,0,1,0,0,0
You are totally awesome,0,0,0,0,0,0
This is fucking talented,0,0,1,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Truly totally sick,0,0,0,0,0,0
damn superb game,0,0,1,0,0,0
This is bloody funny,0,0,1,0,0,0
really spectacular art,0,0,0,0,0,0
That is a hella smart song,0,0,1,0,0,0
You are freaking spectacular,0,0,0,0,0,0
That is a totally spectacular game,0,0,0,0,0,0
really dope movie,0,0,0,0,0,0
kill yourself,1,0,0,1,0,0
That is bloody incredible,0,0,1,0,0,0
really best job,0,0,0,0,0,0
really wicked movie,0,0,0,0,0,0
totally awesome design,0,0,0,0,0,0
hella magnificent movie,0,0,1,0,0,0
He is a killer with chess,0,0,0,0,0,0
It was fucking talented,0,0,1,0,0,0
It was freaking nice,0,0,0,0,0,0
freaking superb song,0,0,0,0,0,0
Honestly absolutely excellent,0,0,0,0,0,0
bloody excellent game,0,0,1,0,0,0
You are a wizard at chess,0,0,0,0,0,0
That is a totally funny art,0,0,0,0,0,0
That is a freaking funny code,0,0,0,0,0,0
She is a total killer at gaming,0,0,0,0,0,0
That is a damn dope work,0,0,1,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
That is a freaking fantastic art,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
Honestly damn legendary,0,0,1,0,0,0
Honestly bloody magnificent,0,0,1,0,0,0
s h i t,1,0,1,0,1,0
That is a fucking amazing design,0,0,1,0,0,0
That is a freaking cool art,0,0,0,0,0,0
That is a freaking dope movie,0,0,0,0,0,0
You are damn fantastic,0,0,1,0,0,0
She is a total monster with the piano,0,0,0,0,0,0
He is a beast with designing,0,0,0,0,0,0
That is a absolutely dope idea,0,0,0,0,0,0
That is totally best,0,0,0,0,0,0
It was damn beautiful,0,0,1,0,0,0
Honestly totally cool,0,0,0,0,0,0
That is freaking funny,0,0,0,0,0,0
He is a monster on gaming,0,0,0,0,0,0
This is totally good,0,0,0,0,0,0
That is a bloody magnificent performance,0,0,1,0,0,0
hella superb performance,0,0,1,0,0,0
Honestly bloody beautiful,0,0,1,0,0,0
That is freaking excellent,0,0,0,0,0,0
You are freaking wicked,0,0,0,0,0,0
That is a really beautiful code,0,0,0,0,0,0
It was freaking brilliant,0,0,0,0,0,0
Truly really beautiful,0,0,0,0,0,0
That is a totally genius idea,0,0,0,0,0,0
That is a fucking funny code,0,0,1,0,0,0
She is a total monster with designing,0,0,0,0,0,0
That is a bloody lovely idea,0,0,1,0,0,0
She is a total demon at solving problems,0,0,0,0,0,0
He is a legend on football,0,0,0,0,0,0
You are a wizard on the piano,0,0,0,0,0,0
That is a totally lovely performance,0,0,0,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
It was bloody talented,0,0,1,0,0,0
That is a hella nice art,0,0,1,0,0,0
Honestly bloody cool,0,0,1,0,0,0
fucking fantastic performance,0,0,1,0,0,0
That is a freaking wonderful art,0,0,0,0,0,0
She is a total demon on designing,0,0,0,0,0,0
freaking great performance,0,0,0,0,0,0
absolutely incredible performance,0,0,0,0,0,0
She is a total demon at everything,0,0,0,0,0,0
It was bloody nice,0,0,1,0,0,0
fucking incredible idea,0,0,1,0,0,0
Honestly freaking good,0,0,0,0,0,0
You are a machine with the piano,0,0,0,0,0,0
absolutely beautiful code,0,0,0,0,0,0
You are bloody brilliant,0,0,1,0,0,0
You are a wizard on gaming,0,0,0,0,0,0
That is freaking good,0,0,0,0,0,0
Honestly fucking talented,0,0,1,0,0,0
Truly freaking dope,0,0,0,0,0,0
Truly hella beautiful,0,0,1,0,0,0
He is a beast at the guitar,0,0,0,0,0,0
freaking brilliant job,0,0,0,0,0,0
You are a legend at python,0,0,0,0,0,0
It was hella talented,0,0,1,0,0,0
hella cool performance,0,0,1,0,0,0
You are a machine at solving problems,0,0,0,0,0,0
bloody cool art,0,0,1,0,0,0
That is a fucking spectacular job,0,0,1,0,0,0
He is a machine with solving problems,0,0,0,0,0,0
You are a beast at gaming,0,0,0,0,0,0
That is a bloody dope idea,0,0,1,0,0,0
hella great song,0,0,1,0,0,0
This is absolutely magnificent,0,0,0,0,0,0
fucking best idea,0,0,1,0,0,0
That is a damn excellent game,0,0,1,0,0,0
That is a bloody perfect job,0,0,1,0,0,0
bloody sick code,0,0,1,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
bloody magnificent performance,0,0,1,0,0,0
She is a total monster at designing,0,0,0,0,0,0
Just absolutely smart,0,0,0,0,0,0
hella cool idea,0,0,1,0,0,0
He is a demon with designing,0,0,0,0,0,0
That is a bloody spectacular code,0,0,1,0,0,0
really legendary art,0,0,0,0,0,0
That is fucking genius,0,0,1,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
That is a freaking brilliant idea,0,0,0,0,0,0
You represent d1(|<,1,0,1,0,1,0
bloody incredible idea,0,0,1,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
She is a total beast on python,0,0,0,0,0,0
absolutely talented idea,0,0,0,0,0,0
She is a total killer with designing,0,0,0,0,0,0
That is a damn perfect idea,0,0,1,0,0,0
She is a total beast at solving problems,0,0,0,0,0,0
It was really brilliant,0,0,0,0,0,0
You are freaking incredible,0,0,0,0,0,0
You are a monster at gaming,0,0,0,0,0,0
That is a really incredible game,0,0,0,0,0,0
You are freaking talented,0,0,0,0,0,0
freaking sick code,0,0,0,0,0,0
That is a hella nice job,0,0,1,0,0,0
That is a hella brilliant work,0,0,1,0,0,0
You are really genius,0,0,0,0,0,0
You represent d.i.c.k,1,0,1,0,1,0
Honestly really superb,0,0,0,0,0,0
That is a freaking awesome performance,0,0,0,0,0,0
You are really best,0,0,0,0,0,0
Just damn magnificent,0,0,1,0,0,0
He is a monster on python,0,0,0,0,0,0
She is a total wizard on football,0,0,0,0,0,0
freaking legendary code,0,0,0,0,0,0
That is totally sick,0,0,0,0,0,0
totally lovely design,0,0,0,0,0,0
You are a legend on cooking,0,0,0,0,0,0
You are bloody amazing,0,0,1,0,0,0
That is a really good song,0,0,0,0,0,0
You are freaking cool,0,0,0,0,0,0
That is a really beautiful work,0,0,0,0,0,0
Honestly absolutely brilliant,0,0,0,0,0,0
This is fucking best,0,0,1,0,0,0
That is a damn perfect code,0,0,1,0,0,0
Honestly hella magnificent,0,0,1,0,0,0
fucking genius code,0,0,1,0,0,0
That is a damn awesome art,0,0,1,0,0,0
freaking nice work,0,0,0,0,0,0
It was freaking spectacular,0,0,0,0,0,0
That is a really talented work,0,0,0,0,0,0
You are a wizard with the guitar,0,0,0,0,0,0
Just totally dope,0,0,0,0,0,0
Honestly really sick,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
You are a killer at python,0,0,0,0,0,0
damn wicked song,0,0,1,0,0,0
n1gger,1,0,1,0,1,0
That is a really best idea,0,0,0,0,0,0
a s s h o l e,1,0,1,0,1,0
damn fantastic song,0,0,1,0,0,0
absolutely funny work,0,0,0,0,0,0
He is a demon with cooking,0,0,0,0,0,0
That is a fucking sick design,0,0,1,0,0,0
He is a wizard at solving problems,0,0,0,0,0,0
Just freaking beautiful,0,0,0,0,0,0
He is a wizard on python,0,0,0,0,0,0
You are a machine with solving problems,0,0,0,0,0,0
hella magnificent code,0,0,1,0,0,0
That is a fucking sick work,0,0,1,0,0,0
It was absolutely wicked,0,0,0,0,0,0
You are hella spectacular,0,0,1,0,0,0
She is a total legend at the piano,0,0,0,0,0,0
That is a bloody good idea,0,0,1,0,0,0
He is a wizard at designing,0,0,0,0,0,0
She is a total legend with the guitar,0,0,0,0,0,0
Just absolutely superb,0,0,0,0,0,0
really wicked work,0,0,0,0,0,0
You are a killer at chess,0,0,0,0,0,0
really smart performance,0,0,0,0,0,0
That is a damn good design,0,0,1,0,0,0
Truly totally cool,0,0,0,0,0,0
Just damn spectacular,0,0,1,0,0,0
Just bloody legendary,0,0,1,0,0,0
fucking nice game,0,0,1,0,0,0
She is a total killer at chess,0,0,0,0,0,0
You are a beast with gaming,0,0,0,0,0,0
Truly totally lovely,0,0,0,0,0,0
That is a really good job,0,0,0,0,0,0
You are freaking nice,0,0,0,0,0,0
kys,1,0,0,1,0,0
You represent s.h.i.t,1,0,1,0,1,0
That is a freaking beautiful design,0,0,0,0,0,0
That is a bloody legendary work,0,0,1,0,0,0
She is a total monster with chess,0,0,0,0,0,0
damn nice design,0,0,1,0,0,0
Truly really amazing,0,0,0,0,0,0
That is a hella awesome game,0,0,1,0,0,0
bloody great work,0,0,1,0,0,0
hella wicked song,0,0,1,0,0,0
She is a total killer with football,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
Truly totally fantastic,0,0,0,0,0,0
totally talented design,0,0,0,0,0,0
fucking wicked job,0,0,1,0,0,0
That is a really smart design,0,0,0,0,0,0
kill yourself,1,0,0,1,0,0
really wonderful movie,0,0,0,0,0,0
Honestly fucking magnificent,0,0,1,0,0,0
That is a really brilliant job,0,0,0,0,0,0
You represent d i c k,1,0,1,0,1,0
That is a bloody brilliant code,0,0,1,0,0,0
fucking cool job,0,0,1,0,0,0
That is a bloody sick code,0,0,1,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
Truly really wicked,0,0,0,0,0,0
That is a damn amazing design,0,0,1,0,0,0
You represent f a g g o t,1,0,1,0,1,0
This is damn smart,0,0,1,0,0,0
That is a really awesome performance,0,0,0,0,0,0
d1(|<,1,0,1,0,1,0
fucking talented job,0,0,1,0,0,0
You are damn incredible,0,0,1,0,0,0
He is a monster at python,0,0,0,0,0,0
You are a machine with the guitar,0,0,0,0,0,0
Truly fucking talented,0,0,1,0,0,0
Just hella magnificent,0,0,1,0,0,0
damn beautiful job,0,0,1,0,0,0
That is a hella nice movie,0,0,1,0,0,0
That is a really perfect performance,0,0,0,0,0,0
That is a damn wonderful design,0,0,1,0,0,0
damn talented art,0,0,1,0,0,0
This is absolutely dope,0,0,0,0,0,0
You are bloody legendary,0,0,1,0,0,0
Honestly absolutely legendary,0,0,0,0,0,0
That is a totally perfect work,0,0,0,0,0,0
You are a beast on designing,0,0,0,0,0,0
bloody incredible song,0,0,1,0,0,0
fucking amazing performance,0,0,1,0,0,0
Truly bloody awesome,0,0,1,0,0,0
Just damn sick,0,0,1,0,0,0
This is damn good,0,0,1,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
fucking wicked performance,0,0,1,0,0,0
You are a demon with cooking,0,0,0,0,0,0
He is a legend with football,0,0,0,0,0,0
This is fucking spectacular,0,0,1,0,0,0
That is a absolutely cool performance,0,0,0,0,0,0
damn awesome art,0,0,1,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
You are hella beautiful,0,0,1,0,0,0
That is a totally genius game,0,0,0,0,0,0
He is a machine with gaming,0,0,0,0,0,0
He is a wizard on football,0,0,0,0,0,0
She is a total monster at the guitar,0,0,0,0,0,0
That is a really magnificent song,0,0,0,0,0,0
Honestly really amazing,0,0,0,0,0,0
You are a wizard with python,0,0,0,0,0,0
He is a beast on gaming,0,0,0,0,0,0
damn incredible idea,0,0,1,0,0,0
This is freaking nice,0,0,0,0,0,0
hella good song,0,0,1,0,0,0
absolutely wonderful art,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
That is a really perfect game,0,0,0,0,0,0
Truly damn spectacular,0,0,1,0,0,0
slut,1,0,1,0,1,0
That is a fucking talented performance,0,0,1,0,0,0
You are a wizard on everything,0,0,0,0,0,0
I hate traffic,0,0,0,0,0,0
This is freaking excellent,0,0,0,0,0,0
That is a fucking legendary code,0,0,1,0,0,0
That is totally fantastic,0,0,0,0,0,0
You are fucking great,0,0,1,0,0,0
That is a fucking lovely idea,0,0,1,0,0,0
This is hella amazing,0,0,1,0,0,0
You represent a s s h o l e,1,0,1,0,1,0
That is fucking good,0,0,1,0,0,0
absolutely cool game,0,0,0,0,0,0
That is a hella excellent code,0,0,1,0,0,0
He is a beast with gaming,0,0,0,0,0,0
That is a really legendary song,0,0,0,0,0,0
It was absolutely brilliant,0,0,0,0,0,0
really spectacular code,0,0,0,0,0,0
really excellent code,0,0,0,0,0,0
moron,1,0,0,0,1,0
hella good game,0,0,1,0,0,0
This is fucking amazing,0,0,1,0,0,0
I absolutely hate lag,0,0,0,0,0,0
f@gg0+,1,0,1,0,1,0
That is really superb,0,0,0,0,0,0
He is a monster on everything,0,0,0,0,0,0
You are a legend at coding,0,0,0,0,0,0
That is absolutely lovely,0,0,0,0,0,0
She is a total beast with gaming,0,0,0,0,0,0
You are bloody best,0,0,1,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
You are damn nice,0,0,1,0,0,0
Just freaking legendary,0,0,0,0,0,0
That is a absolutely sick game,0,0,0,0,0,0
You are a wizard on the guitar,0,0,0,0,0,0
That is a totally good work,0,0,0,0,0,0
That is freaking talented,0,0,0,0,0,0
He is a legend with gaming,0,0,0,0,0,0
fucking spectacular idea,0,0,1,0,0,0
That is a damn funny movie,0,0,1,0,0,0
She is a total machine at the guitar,0,0,0,0,0,0
It was totally dope,0,0,0,0,0,0
really talented idea,0,0,0,0,0,0
That is a absolutely best movie,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
He is a monster with designing,0,0,0,0,0,0
He is a monster with python,0,0,0,0,0,0
That is a freaking genius work,0,0,0,0,0,0
That is a fucking magnificent song,0,0,1,0,0,0
I hate spiders,0,0,0,0,0,0
totally wonderful song,0,0,0,0,0,0
You represent n i g g e r,1,0,1,0,1,0
This is freaking fantastic,0,0,0,0,0,0
really best game,0,0,0,0,0,0
Honestly fucking best,0,0,1,0,0,0
That is a fucking excellent game,0,0,1,0,0,0
@$$h01e,1,0,1,0,1,0
That is bloody beautiful,0,0,1,0,0,0
fucking dope code,0,0,1,0,0,0
That is a damn magnificent game,0,0,1,0,0,0
That is a freaking good idea,0,0,0,0,0,0
You represent c u n t,1,0,1,0,1,0
She is a total monster on gaming,0,0,0,0,0,0
It was hella sick,0,0,1,0,0,0
You are a monster with gaming,0,0,0,0,0,0
You represent b.i.t.c.h,1,0,1,0,1,0
idiot,1,0,0,0,1,0
She is a total beast with chess,0,0,0,0,0,0
totally perfect movie,0,0,0,0,0,0
That is a really excellent job,0,0,0,0,0,0
Truly really magnificent,0,0,0,0,0,0
bloody wicked movie,0,0,1,0,0,0
You are a waste of space and time,1,0,0,0,1,0
hella fantastic movie,0,0,1,0,0,0
You are absolutely spectacular,0,0,0,0,0,0
damn good art,0,0,1,0,0,0
Just totally great,0,0,0,0,0,0
She is a total machine on coding,0,0,0,0,0,0
fucking sick performance,0,0,1,0,0,0
It was freaking genius,0,0,0,0,0,0
You are a killer at coding,0,0,0,0,0,0
That is a really superb game,0,0,0,0,0,0
I hate cold coffee,0,0,0,0,0,0
You are fucking cool,0,0,1,0,0,0
hella beautiful song,0,0,1,0,0,0
Truly hella fantastic,0,0,1,0,0,0
He is a demon with the guitar,0,0,0,0,0,0
This is really amazing,0,0,0,0,0,0
